yr,mnth,hr,holiday,workingday,casual,registered,cnt,time_of_day
1,6,20,0,1,84,351,435,Sore
1,6,21,0,1,67,270,337,Sore
1,6,22,0,1,46,196,242,Sore
1,6,23,0,1,36,136,172,
1,6,0,0,1,26,68,94,Malam
1,6,1,0,1,9,42,51,Malam
1,6,2,0,1,0,15,15,Malam
1,6,3,0,1,2,3,5,Malam
1,6,4,0,1,1,13,14,Malam
1,6,5,0,1,2,31,33,Pagi
1,6,6,0,1,9,142,151,Pagi
1,6,7,0,1,17,413,430,Pagi
1,6,8,0,1,44,609,653,Pagi
1,6,9,0,1,58,308,366,Pagi
1,6,10,0,1,56,160,216,Pagi
1,6,11,0,1,106,180,286,Siang
1,6,12,0,1,111,292,403,Siang
1,6,13,0,1,121,272,393,Siang
1,6,14,0,1,121,255,376,Siang
1,6,15,0,1,107,270,377,Siang
1,6,16,0,1,132,426,558,Siang
1,6,17,0,1,125,698,823,Sore
1,6,18,0,1,121,572,693,Sore
1,6,19,0,1,98,369,467,Sore
1,6,20,0,1,89,296,385,Sore
1,6,21,0,1,83,250,333,Sore
1,6,22,0,1,79,242,321,Sore
1,6,23,0,1,46,176,222,
1,6,0,0,0,25,112,137,Malam
1,6,1,0,0,16,79,95,Malam
1,6,2,0,0,12,55,67,Malam
1,6,3,0,0,8,19,27,Malam
1,6,4,0,0,3,5,8,Malam
1,6,5,0,0,2,21,23,Pagi
1,6,6,0,0,11,36,47,Pagi
1,6,7,0,0,10,68,78,Pagi
1,6,8,0,0,47,157,204,Pagi
1,6,9,0,0,88,279,367,Pagi
1,6,10,0,0,139,296,435,Pagi
1,6,11,0,0,213,353,566,Siang
1,6,12,0,0,254,349,603,Siang
1,6,13,0,0,293,324,617,Siang
1,6,14,0,0,264,309,573,Siang
1,6,15,0,0,295,288,583,Siang
1,6,16,0,0,238,304,542,Siang
1,6,17,0,0,244,349,593,Sore
1,6,18,0,0,256,315,571,Sore
1,6,19,0,0,184,277,461,Sore
1,6,20,0,0,123,229,352,Sore
1,6,21,0,0,98,192,290,Sore
1,6,22,0,0,91,189,280,Sore
1,6,23,0,0,49,134,183,
1,6,0,0,0,31,117,148,Malam
1,6,1,0,0,21,67,88,Malam
1,6,2,0,0,19,55,74,Malam
1,6,3,0,0,6,22,28,Malam
1,6,4,0,0,2,16,18,Malam
1,6,5,0,0,4,13,17,Pagi
1,6,6,0,0,7,16,23,Pagi
1,6,7,0,0,18,30,48,Pagi
1,6,8,0,0,24,95,119,Pagi
1,6,9,0,0,91,183,274,Pagi
1,6,10,0,0,148,288,436,Pagi
1,6,11,0,0,196,350,546,Siang
1,6,12,0,0,260,355,615,Siang
1,6,13,0,0,267,347,614,Siang
1,6,14,0,0,255,327,582,Siang
1,6,15,0,0,203,260,463,Siang
1,6,16,0,0,240,340,580,Siang
1,6,17,0,0,232,361,593,Sore
1,6,18,0,0,203,310,513,Sore
1,6,19,0,0,146,244,390,Sore
1,6,20,0,0,101,201,302,Sore
1,6,21,0,0,76,170,246,Sore
1,6,22,0,0,55,98,153,Sore
1,6,23,0,0,29,79,108,
1,6,0,0,1,12,28,40,Malam
1,6,1,0,1,9,5,14,Malam
1,6,2,0,1,3,6,9,Malam
1,6,3,0,1,1,3,4,Malam
1,6,4,0,1,0,9,9,Malam
1,6,5,0,1,1,22,23,Pagi
1,6,6,0,1,0,37,37,Pagi
1,6,7,0,1,10,135,145,Pagi
1,6,8,0,1,27,447,474,Pagi
1,6,9,0,1,28,222,250,Pagi
1,6,10,0,1,13,78,91,Pagi
1,6,11,0,1,25,96,121,Siang
1,6,12,0,1,29,139,168,Siang
1,6,13,0,1,51,174,225,Siang
1,6,14,0,1,59,160,219,Siang
1,6,15,0,1,61,176,237,Siang
1,6,16,0,1,53,279,332,Siang
1,6,17,0,1,54,669,723,Sore
1,6,18,0,1,47,595,642,Sore
1,6,19,0,1,52,411,463,Sore
1,6,20,0,1,45,317,362,Sore
1,6,21,0,1,35,238,273,Sore
1,6,22,0,1,21,143,164,Sore
1,6,23,0,1,17,57,74,
1,6,0,0,1,5,30,35,Malam
1,6,1,0,1,1,13,14,Malam
1,6,2,0,1,1,14,15,Malam
1,6,3,0,1,1,7,8,Malam
1,6,4,0,1,1,9,10,Malam
1,6,5,0,1,3,34,37,Pagi
1,6,6,0,1,9,152,161,Pagi
1,6,7,0,1,18,462,480,Pagi
1,6,8,0,1,40,633,673,Pagi
1,6,9,0,1,40,288,328,Pagi
1,6,10,0,1,44,136,180,Pagi
1,6,11,0,1,56,174,230,Siang
1,6,12,0,1,70,222,292,Siang
1,6,13,0,1,69,203,272,Siang
1,6,14,0,1,61,166,227,Siang
1,6,15,0,1,72,187,259,Siang
1,6,16,0,1,48,286,334,Siang
1,6,17,0,1,86,725,811,Sore
1,6,18,0,1,91,704,795,Sore
1,6,19,0,1,82,432,514,Sore
1,6,20,0,1,59,399,458,Sore
1,6,21,0,1,37,239,276,Sore
1,6,22,0,1,51,240,291,Sore
1,6,23,0,1,23,102,125,
1,6,0,0,1,5,48,53,Malam
1,6,1,0,1,7,20,27,Malam
1,6,2,0,1,1,5,6,Malam
1,6,3,0,1,2,6,8,Malam
1,6,4,0,1,1,6,7,Malam
1,6,5,0,1,2,37,39,Pagi
1,6,6,0,1,9,156,165,Pagi
1,6,7,0,1,20,444,464,Pagi
1,6,8,0,1,43,600,643,Pagi
1,6,9,0,1,40,276,316,Pagi
1,6,10,0,1,41,126,167,Pagi
1,6,11,0,1,54,134,188,Siang
1,6,12,0,1,30,150,180,Siang
1,6,13,0,1,48,163,211,Siang
1,6,14,0,1,56,134,190,Siang
1,6,15,0,1,36,143,179,Siang
1,6,16,0,1,51,284,335,Siang
1,6,17,0,1,80,611,691,Sore
1,6,18,0,1,81,591,672,Sore
1,6,19,0,1,90,449,539,Sore
1,6,20,0,1,81,326,407,Sore
1,6,21,0,1,42,302,344,Sore
1,6,22,0,1,31,226,257,Sore
1,6,23,0,1,21,102,123,
1,6,0,0,1,16,53,69,Malam
1,6,1,0,1,2,16,18,Malam
1,6,2,0,1,11,7,18,Malam
1,6,3,0,1,3,8,11,Malam
1,6,4,0,1,1,11,12,Malam
1,6,5,0,1,3,37,40,Pagi
1,6,6,0,1,3,147,150,Pagi
1,6,7,0,1,26,437,463,Pagi
1,6,8,0,1,27,563,590,Pagi
1,6,9,0,1,32,224,256,Pagi
1,6,10,0,1,36,114,150,Pagi
1,6,11,0,1,40,121,161,Siang
1,6,12,0,1,33,182,215,Siang
1,6,13,0,1,31,141,172,Siang
1,6,14,0,1,27,149,176,Siang
1,6,15,0,1,40,154,194,Siang
1,6,16,0,1,37,283,320,Siang
1,6,17,0,1,80,535,615,Sore
1,6,18,0,1,78,562,640,Sore
1,6,19,0,1,84,415,499,Sore
1,6,20,0,1,79,357,436,Sore
1,6,21,0,1,55,256,311,Sore
1,6,22,0,1,22,221,243,Sore
1,6,23,0,1,12,134,146,
1,6,0,0,1,16,77,93,Malam
1,6,1,0,1,3,28,31,Malam
1,6,2,0,1,0,12,12,Malam
1,6,3,0,1,1,6,7,Malam
1,6,4,0,1,3,7,10,Malam
1,6,5,0,1,3,35,38,Pagi
1,6,6,0,1,4,118,122,Pagi
1,6,7,0,1,19,340,359,Pagi
1,6,8,0,1,49,564,613,Pagi
1,6,9,0,1,55,278,333,Pagi
1,6,10,0,1,52,133,185,Pagi
1,6,11,0,1,76,160,236,Siang
1,6,12,0,1,63,191,254,Siang
1,6,13,0,1,72,228,300,Siang
1,6,14,0,1,65,198,263,Siang
1,6,15,0,1,72,212,284,Siang
1,6,16,0,1,67,313,380,Siang
1,6,17,0,1,95,551,646,Sore
1,6,18,0,1,62,443,505,Sore
1,6,19,0,1,45,317,362,Sore
1,6,20,0,1,31,171,202,Sore
1,6,21,0,1,40,177,217,Sore
1,6,22,0,1,42,155,197,Sore
1,6,23,0,1,29,145,174,
1,6,0,0,0,14,102,116,Malam
1,6,1,0,0,16,107,123,Malam
1,6,2,0,0,18,75,93,Malam
1,6,3,0,0,10,32,42,Malam
1,6,4,0,0,6,13,19,Malam
1,6,5,0,0,1,11,12,Pagi
1,6,6,0,0,10,37,47,Pagi
1,6,7,0,0,19,59,78,Pagi
1,6,8,0,0,34,133,167,Pagi
1,6,9,0,0,85,247,332,Pagi
1,6,10,0,0,177,317,494,Pagi
1,6,11,0,0,167,349,516,Siang
1,6,12,0,0,203,399,602,Siang
1,6,13,0,0,226,338,564,Siang
1,6,14,0,0,238,371,609,Siang
1,6,15,0,0,217,266,483,Siang
1,6,16,0,0,196,317,513,Siang
1,6,17,0,0,214,316,530,Sore
1,6,18,0,0,194,287,481,Sore
1,6,19,0,0,185,240,425,Sore
1,6,20,0,0,158,228,386,Sore
1,6,21,0,0,99,223,322,Sore
1,6,22,0,0,101,178,279,Sore
1,6,23,0,0,69,156,225,
1,6,0,0,0,31,132,163,Malam
1,6,1,0,0,39,88,127,Malam
1,6,2,0,0,34,80,114,Malam
1,6,3,0,0,19,41,60,Malam
1,6,4,0,0,4,9,13,Malam
1,6,5,0,0,1,7,8,Pagi
1,6,6,0,0,6,19,25,Pagi
1,6,7,0,0,23,48,71,Pagi
1,6,8,0,0,38,103,141,Pagi
1,6,9,0,0,63,169,232,Pagi
1,6,10,0,0,161,291,452,Pagi
1,6,11,0,0,215,291,506,Siang
1,6,12,0,0,227,329,556,Siang
1,6,13,0,0,237,348,585,Siang
1,6,14,0,0,253,298,551,Siang
1,6,15,0,0,197,290,487,Siang
1,6,16,0,0,181,280,461,Siang
1,6,17,0,0,203,329,532,Sore
1,6,18,0,0,186,348,534,Sore
1,6,19,0,0,176,247,423,Sore
1,6,20,0,0,108,224,332,Sore
1,6,21,0,0,76,177,253,Sore
1,6,22,0,0,53,125,178,Sore
1,6,23,0,0,20,67,87,
1,6,0,0,1,31,37,68,Malam
1,6,1,0,1,11,20,31,Malam
1,6,2,0,1,4,10,14,Malam
1,6,3,0,1,1,4,5,Malam
1,6,4,0,1,0,4,4,Malam
1,6,5,0,1,1,42,43,Pagi
1,6,6,0,1,11,147,158,Pagi
1,6,7,0,1,30,455,485,Pagi
1,6,8,0,1,53,555,608,Pagi
1,6,9,0,1,37,231,268,Pagi
1,6,10,0,1,58,126,184,Pagi
1,6,11,0,1,54,127,181,Siang
1,6,12,0,1,74,196,270,Siang
1,6,13,0,1,79,181,260,Siang
1,6,14,0,1,90,161,251,Siang
1,6,15,0,1,65,168,233,Siang
1,6,16,0,1,104,310,414,Siang
1,6,17,0,1,76,757,833,Sore
1,6,18,0,1,100,691,791,Sore
1,6,19,0,1,74,508,582,Sore
1,6,20,0,1,100,375,475,Sore
1,6,21,0,1,50,281,331,Sore
1,6,22,0,1,21,166,187,Sore
1,6,23,0,1,15,88,103,
1,6,0,0,1,8,29,37,Malam
1,6,1,0,1,11,19,30,Malam
1,6,2,0,1,2,7,9,Malam
1,6,3,0,1,2,7,9,Malam
1,6,4,0,1,1,9,10,Malam
1,6,5,0,1,3,36,39,Pagi
1,6,6,0,1,12,176,188,Pagi
1,6,7,0,1,21,531,552,Pagi
1,6,8,0,1,34,622,656,Pagi
1,6,9,0,1,30,298,328,Pagi
1,6,10,0,1,37,153,190,Pagi
1,6,11,0,1,46,189,235,Siang
1,6,12,0,1,80,228,308,Siang
1,6,13,0,1,74,232,306,Siang
1,6,14,0,1,81,186,267,Siang
1,6,15,0,1,88,229,317,Siang
1,6,16,0,1,67,349,416,Siang
1,6,17,0,1,104,796,900,Sore
1,6,18,0,1,105,719,824,Sore
1,6,19,0,1,83,529,612,Sore
1,6,20,0,1,88,417,505,Sore
1,6,21,0,1,61,267,328,Sore
1,6,22,0,1,26,219,245,Sore
1,6,23,0,1,13,118,131,
1,6,0,0,1,15,39,54,Malam
1,6,1,0,1,5,18,23,Malam
1,6,2,0,1,2,12,14,Malam
1,6,3,0,1,1,7,8,Malam
1,6,4,0,1,0,11,11,Malam
1,6,5,0,1,2,34,36,Pagi
1,6,6,0,1,7,193,200,Pagi
1,6,7,0,1,29,498,527,Pagi
1,6,8,0,1,49,638,687,Pagi
1,6,9,0,1,29,253,282,Pagi
1,6,10,0,1,34,138,172,Pagi
1,6,11,0,1,64,145,209,Siang
1,6,12,0,1,77,245,322,Siang
1,6,13,0,1,77,244,321,Siang
1,6,14,0,1,78,192,270,Siang
1,6,15,0,1,61,188,249,Siang
1,6,16,0,1,55,337,392,Siang
1,6,17,0,1,113,730,843,Sore
1,6,18,0,1,85,719,804,Sore
1,6,19,0,1,101,542,643,Sore
1,6,20,0,1,76,369,445,Sore
1,6,21,0,1,54,313,367,Sore
1,6,22,0,1,52,245,297,Sore
1,6,23,0,1,11,148,159,
1,6,0,0,1,2,52,54,Malam
1,6,1,0,1,11,14,25,Malam
1,6,2,0,1,1,12,13,Malam
1,6,3,0,1,1,6,7,Malam
1,6,4,0,1,0,11,11,Malam
1,6,5,0,1,8,39,47,Pagi
1,6,6,0,1,8,185,193,Pagi
1,6,7,0,1,24,484,508,Pagi
1,6,8,0,1,40,577,617,Pagi
1,6,9,0,1,33,318,351,Pagi
1,6,10,0,1,40,144,184,Pagi
1,6,11,0,1,41,170,211,Siang
1,6,12,0,1,49,227,276,Siang
1,6,13,0,1,31,205,236,Siang
1,6,14,0,1,66,188,254,Siang
1,6,15,0,1,24,195,219,Siang
1,6,16,0,1,56,331,387,Siang
1,6,17,0,1,71,634,705,Sore
1,6,18,0,1,100,597,697,Sore
1,6,19,0,1,79,492,571,Sore
1,6,20,0,1,71,399,470,Sore
1,6,21,0,1,89,309,398,Sore
1,6,22,0,1,50,224,274,Sore
1,6,23,0,1,26,145,171,
1,6,0,0,1,24,90,114,Malam
1,6,1,0,1,9,33,42,Malam
1,6,2,0,1,3,15,18,Malam
1,6,3,0,1,3,5,8,Malam
1,6,4,0,1,1,9,10,Malam
1,6,5,0,1,6,39,45,Pagi
1,6,6,0,1,15,148,163,Pagi
1,6,7,0,1,19,361,380,Pagi
1,6,8,0,1,48,576,624,Pagi
1,6,9,0,1,39,261,300,Pagi
1,6,10,0,1,32,139,171,Pagi
1,6,11,0,1,51,137,188,Siang
1,6,12,0,1,53,173,226,Siang
1,6,13,0,1,45,194,239,Siang
1,6,14,0,1,49,184,233,Siang
1,6,15,0,1,47,183,230,Siang
1,6,16,0,1,59,292,351,Siang
1,6,17,0,1,82,457,539,Sore
1,6,18,0,1,50,414,464,Sore
1,6,19,0,1,60,303,363,Sore
1,6,20,0,1,53,255,308,Sore
1,6,21,0,1,41,195,236,Sore
1,6,22,0,1,34,129,163,Sore
1,6,23,0,1,6,42,48,
1,6,0,0,0,4,65,69,Malam
1,6,1,0,0,3,55,58,Malam
1,6,2,0,0,7,54,61,Malam
1,6,3,0,0,3,20,23,Malam
1,6,4,0,0,3,15,18,Malam
1,6,5,0,0,3,7,10,Pagi
1,6,6,0,0,6,36,42,Pagi
1,6,7,0,0,10,82,92,Pagi
1,6,8,0,0,26,168,194,Pagi
1,6,9,0,0,41,234,275,Pagi
1,6,10,0,0,96,308,404,Pagi
1,6,11,0,0,102,350,452,Siang
1,6,12,0,0,143,328,471,Siang
1,6,13,0,0,105,323,428,Siang
1,6,14,0,0,114,295,409,Siang
1,6,15,0,0,117,287,404,Siang
1,6,16,0,0,109,264,373,Siang
1,6,17,0,0,131,231,362,Sore
1,6,18,0,0,91,248,339,Sore
1,6,19,0,0,134,240,374,Sore
1,6,20,0,0,88,204,292,Sore
1,6,21,0,0,48,165,213,Sore
1,6,22,0,0,38,134,172,Sore
1,6,23,0,0,33,119,152,
1,7,0,0,0,27,122,149,Malam
1,7,1,0,0,12,81,93,Malam
1,7,2,0,0,21,69,90,Malam
1,7,3,0,0,6,27,33,Malam
1,7,4,0,0,0,4,4,Malam
1,7,5,0,0,3,7,10,Pagi
1,7,6,0,0,8,19,27,Pagi
1,7,7,0,0,13,37,50,Pagi
1,7,8,0,0,36,106,142,Pagi
1,7,9,0,0,51,168,219,Pagi
1,7,10,0,0,98,268,366,Pagi
1,7,11,0,0,121,256,377,Siang
1,7,12,0,0,114,319,433,Siang
1,7,13,0,0,111,309,420,Siang
1,7,14,0,0,98,346,444,Siang
1,7,15,0,0,101,244,345,Siang
1,7,16,0,0,85,228,313,Siang
1,7,17,0,0,90,323,413,Sore
1,7,18,0,0,95,275,370,Sore
1,7,19,0,0,103,279,382,Sore
1,7,20,0,0,88,244,332,Sore
1,7,21,0,0,77,181,258,Sore
1,7,22,0,0,41,110,151,Sore
1,7,23,0,0,22,88,110,
1,7,0,0,1,12,31,43,Malam
1,7,1,0,1,3,14,17,Malam
1,7,2,0,1,1,14,15,Malam
1,7,3,0,1,0,5,5,Malam
1,7,4,0,1,2,10,12,Malam
1,7,5,0,1,3,37,40,Pagi
1,7,6,0,1,4,132,136,Pagi
1,7,7,0,1,8,390,398,Pagi
1,7,8,0,1,20,548,568,Pagi
1,7,9,0,1,56,239,295,Pagi
1,7,10,0,1,70,104,174,Pagi
1,7,11,0,1,67,134,201,Siang
1,7,12,0,1,74,183,257,Siang
1,7,13,0,1,74,162,236,Siang
1,7,14,0,1,79,151,230,Siang
1,7,15,0,1,59,175,234,Siang
1,7,16,0,1,61,304,365,Siang
1,7,17,0,1,82,665,747,Sore
1,7,18,0,1,72,658,730,Sore
1,7,19,0,1,71,510,581,Sore
1,7,20,0,1,38,357,395,Sore
1,7,21,0,1,17,241,258,Sore
1,7,22,0,1,19,169,188,Sore
1,7,23,0,1,12,90,102,
1,7,0,0,1,9,44,53,Malam
1,7,1,0,1,5,9,14,Malam
1,7,2,0,1,2,8,10,Malam
1,7,3,0,1,0,2,2,Malam
1,7,4,0,1,0,6,6,Malam
1,7,5,0,1,2,33,35,Pagi
1,7,6,0,1,5,149,154,Pagi
1,7,7,0,1,21,462,483,Pagi
1,7,8,0,1,42,604,646,Pagi
1,7,9,0,1,46,226,272,Pagi
1,7,10,0,1,56,153,209,Pagi
1,7,11,0,1,66,151,217,Siang
1,7,12,0,1,74,198,272,Siang
1,7,13,0,1,80,203,283,Siang
1,7,14,0,1,69,241,310,Siang
1,7,15,0,1,71,330,401,Siang
1,7,16,0,1,90,437,527,Siang
1,7,17,0,1,102,620,722,Sore
1,7,18,0,1,85,542,627,Sore
1,7,19,0,1,66,431,497,Sore
1,7,20,0,1,80,296,376,Sore
1,7,21,0,1,36,160,196,Sore
1,7,22,0,1,26,151,177,Sore
1,7,23,0,1,19,152,171,
1,7,0,1,0,19,140,159,Malam
1,7,1,1,0,27,96,123,Malam
1,7,2,1,0,27,66,93,Malam
1,7,3,1,0,9,23,32,Malam
1,7,4,1,0,5,11,16,Malam
1,7,5,1,0,5,14,19,Pagi
1,7,6,1,0,9,23,32,Pagi
1,7,7,1,0,10,62,72,Pagi
1,7,8,1,0,43,110,153,Pagi
1,7,9,1,0,90,203,293,Pagi
1,7,10,1,0,143,304,447,Pagi
1,7,11,1,0,164,321,485,Siang
1,7,12,1,0,164,330,494,Siang
1,7,13,1,0,177,322,499,Siang
1,7,14,1,0,190,357,547,Siang
1,7,15,1,0,155,299,454,Siang
1,7,16,1,0,163,226,389,Siang
1,7,17,1,0,161,253,414,Sore
1,7,18,1,0,159,271,430,Sore
1,7,19,1,0,177,255,432,Sore
1,7,20,1,0,237,314,551,Sore
1,7,21,1,0,222,362,584,Sore
1,7,22,1,0,175,327,502,Sore
1,7,23,1,0,31,152,183,
1,7,0,0,1,17,71,88,Malam
1,7,1,0,1,6,24,30,Malam
1,7,2,0,1,4,14,18,Malam
1,7,3,0,1,2,5,7,Malam
1,7,4,0,1,0,7,7,Malam
1,7,5,0,1,1,28,29,Pagi
1,7,6,0,1,3,130,133,Pagi
1,7,7,0,1,27,316,343,Pagi
1,7,8,0,1,36,514,550,Pagi
1,7,9,0,1,47,246,293,Pagi
1,7,10,0,1,69,117,186,Pagi
1,7,11,0,1,107,137,244,Siang
1,7,12,0,1,88,188,276,Siang
1,7,13,0,1,129,181,310,Siang
1,7,14,0,1,87,154,241,Siang
1,7,15,0,1,71,183,254,Siang
1,7,16,0,1,109,324,433,Siang
1,7,17,0,1,114,575,689,Sore
1,7,18,0,1,96,511,607,Sore
1,7,19,0,1,128,375,503,Sore
1,7,20,0,1,78,243,321,Sore
1,7,21,0,1,91,232,323,Sore
1,7,22,0,1,63,162,225,Sore
1,7,23,0,1,32,99,131,
1,7,0,0,1,39,63,102,Malam
1,7,1,0,1,7,22,29,Malam
1,7,2,0,1,4,13,17,Malam
1,7,3,0,1,1,6,7,Malam
1,7,4,0,1,2,4,6,Malam
1,7,5,0,1,4,31,35,Pagi
1,7,6,0,1,4,127,131,Pagi
1,7,7,0,1,20,333,353,Pagi
1,7,8,0,1,28,557,585,Pagi
1,7,9,0,1,55,249,304,Pagi
1,7,10,0,1,80,130,210,Pagi
1,7,11,0,1,92,141,233,Siang
1,7,12,0,1,111,220,331,Siang
1,7,13,0,1,99,194,293,Siang
1,7,14,0,1,91,184,275,Siang
1,7,15,0,1,79,206,285,Siang
1,7,16,0,1,69,300,369,Siang
1,7,17,0,1,90,486,576,Sore
1,7,18,0,1,106,454,560,Sore
1,7,19,0,1,112,306,418,Sore
1,7,20,0,1,91,245,336,Sore
1,7,21,0,1,77,223,300,Sore
1,7,22,0,1,78,210,288,Sore
1,7,23,0,1,27,137,164,
1,7,0,0,0,35,115,150,Malam
1,7,1,0,0,16,55,71,Malam
1,7,2,0,0,11,47,58,Malam
1,7,3,0,0,12,19,31,Malam
1,7,4,0,0,3,13,16,Malam
1,7,5,0,0,2,12,14,Pagi
1,7,6,0,0,4,27,31,Pagi
1,7,7,0,0,8,63,71,Pagi
1,7,8,0,0,32,120,152,Pagi
1,7,9,0,0,69,187,256,Pagi
1,7,10,0,0,100,225,325,Pagi
1,7,11,0,0,122,245,367,Siang
1,7,12,0,0,124,218,342,Siang
1,7,13,0,0,116,244,360,Siang
1,7,14,0,0,105,203,308,Siang
1,7,15,0,0,113,193,306,Siang
1,7,16,0,0,102,192,294,Siang
1,7,17,0,0,103,176,279,Sore
1,7,18,0,0,83,194,277,Sore
1,7,19,0,0,68,219,287,Sore
1,7,20,0,0,79,197,276,Sore
1,7,21,0,0,51,150,201,Sore
1,7,22,0,0,56,164,220,Sore
1,7,23,0,0,34,114,148,
1,7,0,0,0,22,125,147,Malam
1,7,1,0,0,25,99,124,Malam
1,7,2,0,0,11,59,70,Malam
1,7,3,0,0,1,34,35,Malam
1,7,4,0,0,2,11,13,Malam
1,7,5,0,0,1,5,6,Pagi
1,7,6,0,0,5,16,21,Pagi
1,7,7,0,0,19,33,52,Pagi
1,7,8,0,0,35,95,130,Pagi
1,7,9,0,0,70,172,242,Pagi
1,7,10,0,0,85,234,319,Pagi
1,7,11,0,0,120,269,389,Siang
1,7,12,0,0,105,271,376,Siang
1,7,13,0,0,118,219,337,Siang
1,7,14,0,0,77,235,312,Siang
1,7,15,0,0,80,218,298,Siang
1,7,16,0,0,65,226,291,Siang
1,7,17,0,0,68,202,270,Sore
1,7,18,0,0,54,199,253,Sore
1,7,19,0,0,66,184,250,Sore
1,7,20,0,0,79,206,285,Sore
1,7,21,0,0,58,149,207,Sore
1,7,22,0,0,12,110,122,Sore
1,7,23,0,0,25,98,123,
1,7,0,0,1,6,33,39,Malam
1,7,1,0,1,5,13,18,Malam
1,7,2,0,1,1,4,5,Malam
1,7,3,0,1,0,5,5,Malam
1,7,4,0,1,1,1,2,Malam
1,7,5,0,1,1,27,28,Pagi
1,7,6,0,1,6,86,92,Pagi
1,7,7,0,1,7,223,230,Pagi
1,7,8,0,1,26,429,455,Pagi
1,7,9,0,1,38,325,363,Pagi
1,7,10,0,1,58,117,175,Pagi
1,7,11,0,1,72,144,216,Siang
1,7,12,0,1,61,205,266,Siang
1,7,13,0,1,67,188,255,Siang
1,7,14,0,1,58,184,242,Siang
1,7,15,0,1,66,214,280,Siang
1,7,16,0,1,88,325,413,Siang
1,7,17,0,1,108,741,849,Sore
1,7,18,0,1,82,790,872,Sore
1,7,19,0,1,88,543,631,Sore
1,7,20,0,1,69,378,447,Sore
1,7,21,0,1,33,298,331,Sore
1,7,22,0,1,35,189,224,Sore
1,7,23,0,1,22,109,131,
1,7,0,0,1,16,53,69,Malam
1,7,1,0,1,0,15,15,Malam
1,7,2,0,1,1,15,16,Malam
1,7,3,0,1,0,3,3,Malam
1,7,4,0,1,0,4,4,Malam
1,7,5,0,1,3,39,42,Pagi
1,7,6,0,1,4,183,187,Pagi
1,7,7,0,1,31,489,520,Pagi
1,7,8,0,1,34,615,649,Pagi
1,7,9,0,1,47,284,331,Pagi
1,7,10,0,1,56,134,190,Pagi
1,7,11,0,1,92,157,249,Siang
1,7,12,0,1,69,203,272,Siang
1,7,13,0,1,77,203,280,Siang
1,7,14,0,1,71,171,242,Siang
1,7,15,0,1,77,188,265,Siang
1,7,16,0,1,89,346,435,Siang
1,7,17,0,1,103,769,872,Sore
1,7,18,0,1,70,749,819,Sore
1,7,19,0,1,55,359,414,Sore
1,7,20,0,1,9,75,84,Sore
1,7,21,0,1,7,83,90,Sore
1,7,22,0,1,14,125,139,Sore
1,7,23,0,1,29,74,103,
1,7,0,0,1,6,38,44,Malam
1,7,1,0,1,3,11,14,Malam
1,7,2,0,1,0,5,5,Malam
1,7,3,0,1,0,5,5,Malam
1,7,4,0,1,1,6,7,Malam
1,7,5,0,1,5,36,41,Pagi
1,7,6,0,1,17,168,185,Pagi
1,7,7,0,1,26,471,497,Pagi
1,7,8,0,1,30,644,674,Pagi
1,7,9,0,1,30,298,328,Pagi
1,7,10,0,1,47,148,195,Pagi
1,7,11,0,1,56,173,229,Siang
1,7,12,0,1,69,223,292,Siang
1,7,13,0,1,65,208,273,Siang
1,7,14,0,1,66,175,241,Siang
1,7,15,0,1,56,220,276,Siang
1,7,16,0,1,53,358,411,Siang
1,7,17,0,1,90,740,830,Sore
1,7,18,0,1,79,735,814,Sore
1,7,19,0,1,73,560,633,Sore
1,7,20,0,1,73,410,483,Sore
1,7,21,0,1,69,322,391,Sore
1,7,22,0,1,41,203,244,Sore
1,7,23,0,1,20,132,152,
1,7,0,0,1,1,55,56,Malam
1,7,1,0,1,0,21,21,Malam
1,7,2,0,1,0,9,9,Malam
1,7,3,0,1,0,10,10,Malam
1,7,4,0,1,0,5,5,Malam
1,7,5,0,1,4,40,44,Pagi
1,7,6,0,1,7,171,178,Pagi
1,7,7,0,1,32,480,512,Pagi
1,7,8,0,1,49,653,702,Pagi
1,7,9,0,1,42,285,327,Pagi
1,7,10,0,1,69,145,214,Pagi
1,7,11,0,1,49,166,215,Siang
1,7,12,0,1,71,221,292,Siang
1,7,13,0,1,52,225,277,Siang
1,7,14,0,1,42,167,209,Siang
1,7,15,0,1,63,208,271,Siang
1,7,16,0,1,69,370,439,Siang
1,7,17,0,1,91,704,795,Sore
1,7,18,0,1,86,739,825,Sore
1,7,19,0,1,97,532,629,Sore
1,7,20,0,1,75,439,514,Sore
1,7,21,0,1,44,329,373,Sore
1,7,22,0,1,56,262,318,Sore
1,7,23,0,1,33,178,211,
1,7,0,0,1,19,76,95,Malam
1,7,1,0,1,17,42,59,Malam
1,7,2,0,1,2,15,17,Malam
1,7,3,0,1,2,7,9,Malam
1,7,4,0,1,0,11,11,Malam
1,7,5,0,1,4,30,34,Pagi
1,7,6,0,1,7,120,127,Pagi
1,7,7,0,1,27,353,380,Pagi
1,7,8,0,1,53,660,713,Pagi
1,7,9,0,1,70,344,414,Pagi
1,7,10,0,1,78,190,268,Pagi
1,7,11,0,1,68,220,288,Siang
1,7,12,0,1,125,254,379,Siang
1,7,13,0,1,100,274,374,Siang
1,7,14,0,1,120,249,369,Siang
1,7,15,0,1,92,261,353,Siang
1,7,16,0,1,111,381,492,Siang
